row_id,x,y,accuracy,time,place_id,Hour,Weekday,Month,Year,Day
216421,1.2324,2.7454,19,64841,8048985799,0.683333333333,3.02847222222,1.50094907407,0.123365677321,45.0284722222
264263,1.103,2.6821,845,130299,2215268322,11.65,6.48541666667,3.01618055556,0.247905251142,90.4854166667
279365,1.0612,2.7422,60,747754,5911788013,6.56666666667,1.27361111111,5.30912037037,1.4226674277,154.273611111
287993,1.0768,2.6417,50,542691,7914558846,20.85,5.86875,0.562291666667,1.03251712329,11.86875
300536,1.0494,2.6806,64,233293,3312463746,0.216666666667,1.00902777778,5.40030092593,0.443860350076,162.009027778
312948,1.2412,2.737,60,761542,8094036741,20.3666666667,3.84861111111,5.62828703704,1.44890030441,163.848611111
326107,1.2036,2.5041,35,422110,8850514709,3.16666666667,6.13194444444,9.77106481481,0.803101217656,293.131944444
332906,1.0215,2.7456,57,580537,6424972551,3.61666666667,4.15069444444,1.43835648148,1.10452245053,38.1506944444
352569,1.2031,2.662,55,620519,9010126098,21.9833333333,3.91597222222,2.36386574074,1.18059170472,65.9159722222
360947,1.037,2.5447,37,649827,5035268417,6.45,3.26875,3.04229166667,1.23635273973,86.26875
365845,1.2443,2.7312,10,757671,6829001048,3.85,1.16041666667,5.53868055556,1.44153538813,161.160416667
368717,1.1258,2.6196,56,482126,5606572086,19.4333333333,5.80972222222,11.1603240741,0.917286910198,334.809722222
372135,1.0651,2.5697,73,368730,6861654717,1.5,4.0625,8.53541666667,0.70154109589,256.0625
376900,1.18,2.5778,14,76856,1812226671,8.93333333333,4.37222222222,1.77907407407,0.146225266362,53.3722222222
378376,1.0464,2.5128,62,644650,6399991653,16.1666666667,6.67361111111,2.9224537037,1.22650304414,82.6736111111
397951,1.0416,2.6877,65,163414,3312463746,11.5666666667,1.48194444444,3.78273148148,0.310909436834,113.481944444
407446,1.0332,2.6758,79,730087,3312463746,0.116666666667,3.00486111111,4.90016203704,1.389054414,142.004861111
424757,1.1515,2.6327,68,726942,5606572086,19.7,0.820833333333,4.82736111111,1.38307077626,139.820833333
425722,1.0616,2.7014,565,562633,2460093296,17.2166666667,5.71736111111,1.02391203704,1.07045852359,25.7173611111
436772,1.0938,2.6656,39,325565,9713454201,2.08333333333,2.08680555556,7.53622685185,0.619415905632,226.086805556
458726,1.2325,2.6819,167,15880,5270522918,0.666666666667,4.02777777778,0.367592592593,0.0302130898021,11.0277777778
472787,1.0301,2.5308,88,487652,6399991653,15.5333333333,2.64722222222,11.2882407407,0.927800608828,338.647222222
503050,1.2378,2.7316,338,574886,5163401947,5.43333333333,0.226388888889,1.3075462963,1.09377092846,34.2263888889
517286,1.1782,2.6579,65,647391,9753855529,13.85,1.57708333333,2.98590277778,1.23171803653,84.5770833333
530635,1.1651,2.6775,68,734642,3533177779,4.03333333333,6.16805555556,5.00560185185,1.39772070015,145.168055556
541988,1.0361,2.5971,73,191155,1097200869,17.9166666667,6.74652777778,4.42488425926,0.363689117199,132.746527778
548597,1.058,2.6803,72,143241,3312463746,11.35,1.47291666667,3.31576388889,0.272528538813,99.4729166667
581824,1.1145,2.5579,11,293883,4932578245,2.05,1.08541666667,6.80284722222,0.559138127854,204.085416667
583950,1.066,2.5613,157,347309,9263769211,4.48333333333,3.18680555556,8.03956018519,0.660785768645,241.186805556
591001,1.1289,2.5535,63,214787,7803770431,3.78333333333,2.15763888889,4.9719212963,0.408651065449,149.157638889
629054,1.2353,2.6586,68,171198,6603539415,21.3,6.8875,3.96291666667,0.325719178082,118.8875
641248,1.0237,2.6919,971,483327,7914558846,15.45,6.64375,11.188125,0.919571917808,335.64375
655127,1.0151,2.5934,58,212060,1097200869,6.33333333333,0.263888888889,4.9087962963,0.403462709285,147.263888889
674878,1.0372,2.5166,75,589966,7707340051,16.7666666667,3.69861111111,1.65662037037,1.12246194825,44.6986111111
798033,1.2427,2.7447,109,531979,8048985799,10.3166666667,5.42986111111,0.314328703704,1.01213660578,4.42986111111
799756,1.0166,2.5397,33,607451,6399991653,20.1833333333,1.84097222222,2.06136574074,1.15572869102,56.8409722222
813042,1.1833,2.7131,4,39677,6683426742,13.2833333333,6.55347222222,0.918449074074,0.0754889649924,27.5534722222
837803,1.1158,2.7416,10,458652,4614293027,12.2,3.50833333333,10.6169444444,0.872625570776,318.508333333
857050,1.2386,2.6765,68,597542,8258328058,23.0333333333,1.95972222222,1.83199074074,1.13687595129,49.9597222222
873063,1.192,2.5141,76,692837,3992589015,3.28333333333,5.13680555556,4.03789351852,1.31818302892,116.136805556
910372,1.0191,2.7258,73,638615,6424972551,11.5833333333,2.48263888889,2.78275462963,1.21502092846,78.4826388889
913430,1.1734,2.688,10,674544,6683426742,10.4,6.43333333333,3.61444444444,1.28337899543,103.433333333
915651,1.2201,2.6382,25,767397,7707808405,21.95,0.914583333333,5.76381944444,1.46003995434,167.914583333
918002,1.0067,2.6011,61,224014,5283227804,13.5666666667,1.56527777778,5.18550925926,0.426206240487,155.565277778
935802,1.0348,2.5972,34,495267,1097200869,22.45,0.935416666667,11.4645138889,0.942288812785,343.935416667
957361,1.0009,2.5903,65,545524,1097200869,20.0666666667,0.836111111111,0.62787037037,1.03790715373,13.8361111111
960529,1.1961,2.7061,165,354741,6683426742,8.35,1.34791666667,8.21159722222,0.674925799087,246.347916667
961207,1.1335,2.6799,617,155964,6237569496,7.4,3.30833333333,3.61027777778,0.296735159817,108.308333333
967638,1.029,2.6017,67,51006,1097200869,10.1,0.420833333333,1.18069444444,0.0970433789954,35.4208333333
983576,1.2187,2.6798,194,414298,8258328058,16.9666666667,0.706944444444,9.59023148148,0.788238203957,287.706944444
984446,1.0137,2.7386,67,223564,6424972551,6.06666666667,1.25277777778,5.17509259259,0.425350076104,155.252777778
995237,1.0967,2.548,156,132684,7803770431,3.4,1.14166666667,3.07138888889,0.252442922374,92.1416666667
999739,1.1896,2.6055,2,376318,3008822531,7.96666666667,2.33194444444,8.71106481481,0.715977929985,261.331944444
1006571,1.2093,2.5851,26,244748,6766324666,23.1333333333,1.96388888889,5.66546296296,0.465654490107,169.963888889
1009980,1.04,2.6792,4,355628,3312463746,23.1333333333,1.96388888889,8.23212962963,0.676613394216,246.963888889
1017200,1.1901,2.5482,19,665053,6098899637,20.2166666667,6.84236111111,3.39474537037,1.26532153729,96.8423611111
1022349,1.1489,2.6346,42,512216,5606572086,16.9333333333,5.70555555556,11.8568518519,0.974535768645,355.705555556
1023294,1.1153,2.6495,6,159463,5261906348,17.7166666667,5.73819444444,3.69127314815,0.303392313546,110.738194444
1028571,1.0342,2.7148,72,39766,2460093296,14.7666666667,6.61527777778,0.920509259259,0.0756582952816,27.6152777778
1033471,1.1666,2.7066,29,778119,6683426742,8.65,1.36041666667,6.01201388889,1.48043949772,175.360416667
1035244,1.2228,2.6657,71,735958,2327054745,1.96666666667,0.0819444444444,5.03606481481,1.40022450533,146.081944444
1040639,1.1412,2.6982,5,150214,6683426742,7.56666666667,6.31527777778,3.47717592593,0.285795281583,104.315277778
1040828,1.0584,2.5888,62,30308,6861654717,1.13333333333,0.0472222222222,0.701574074074,0.0576636225266,21.0472222222
1044046,1.1882,2.6624,65,365992,3533177779,3.86666666667,2.16111111111,8.47203703704,0.696331811263,254.161111111
1050242,1.2013,2.5419,64,5202,3992589015,14.7,3.6125,0.120416666667,0.00989726027397,3.6125
1056287,1.0778,2.7215,59,679325,2460093296,18.0833333333,2.75347222222,3.72511574074,1.29247526636,106.753472222
1083986,1.1171,2.5414,11,604549,4932578245,19.8166666667,6.82569444444,1.99418981481,1.15020738204,54.8256944444
1098534,1.0667,2.6786,7,141311,3312463746,3.18333333333,0.132638888889,3.27108796296,0.268856544901,98.1326388889
1104434,1.2319,2.6848,65,693614,8258328058,16.2333333333,5.67638888889,4.05587962963,1.31966133942,116.676388889
1110544,1.1495,2.6352,65,554174,4496840916,20.2333333333,6.84305555556,0.828101851852,1.05436453577,19.8430555556
1118609,1.161,2.6527,66,738351,5606572086,17.85,1.74375,5.09145833333,1.40477739726,147.74375
1120490,1.1592,2.5678,65,29158,2355236719,5.96666666667,6.24861111111,0.674953703704,0.0554756468798,20.2486111111
1130137,1.1463,2.5664,10,120528,4932578245,16.8,6.7,2.79,0.229315068493,83.7
1136320,1.2436,2.6286,58,593172,4496840916,22.2,5.925,1.73083333333,1.12856164384,46.925
1137496,1.0698,2.6854,75,193833,9632980559,14.55,1.60625,4.486875,0.368784246575,134.60625
1149184,1.2096,2.5225,26,335272,7292858903,19.8666666667,1.82777777778,7.76092592593,0.637884322679,232.827777778
1175771,1.1715,2.5497,619,172420,1640245124,17.6666666667,0.736111111111,3.9912037037,0.32804414003,119.736111111
1177597,1.23,2.657,56,34477,3952821602,22.6166666667,2.94236111111,0.798078703704,0.0655955098935,23.9423611111
1183262,1.2337,2.5936,163,397150,6766324666,19.1666666667,2.79861111111,9.19328703704,0.755612633181,275.798611111
1212355,1.0653,2.6052,8,260284,1097200869,18.0666666667,5.75277777778,6.02509259259,0.495213089802,180.752777778
1215971,1.1721,2.6875,17,654202,6683426742,7.36666666667,6.30694444444,3.14356481481,1.24467656012,89.3069444444
1217100,1.211,2.7026,4,552839,9168423783,21.9833333333,5.91597222222,0.797199074074,1.05182458143,18.9159722222
1223783,1.1698,2.6691,36,446920,3533177779,8.66666666667,2.36111111111,10.3453703704,0.850304414003,310.361111111
1250160,1.0925,2.709,67,713602,2460093296,13.3666666667,5.55694444444,4.51856481481,1.35769025875,130.556944444
1254497,1.1853,2.5153,1,313084,2199223958,10.0666666667,0.419444444444,7.24731481481,0.595669710807,217.419444444
1257499,1.1218,2.5608,65,482337,4932578245,22.95,5.95625,11.1652083333,0.917688356164,334.95625
1258414,1.0195,2.7254,12,118951,6424972551,14.5166666667,5.60486111111,2.75349537037,0.226314687976,82.6048611111
1262337,1.0015,2.5427,163,426609,7803770431,6.15,2.25625,9.87520833333,0.811660958904,296.25625
1265346,1.0184,2.5665,66,312225,1097200869,19.75,6.82291666667,7.22743055556,0.594035388128,216.822916667
1267966,1.0931,2.6045,46,470006,3862706892,9.43333333333,4.39305555556,10.8797685185,0.894227549467,326.393055556
1278212,1.0377,2.5258,65,683504,7707340051,15.7333333333,5.65555555556,3.82185185185,1.3004261796,109.655555556
1283453,1.1877,2.5666,75,229691,2355236719,12.1833333333,5.50763888889,5.3169212963,0.437007229833,159.507638889
1288327,1.157,2.7033,6,67985,6683426742,5.08333333333,5.21180555556,1.57372685185,0.129347412481,47.2118055556
1288664,1.2421,2.6154,15,75602,4000153867,12.0333333333,3.50138888889,1.7500462963,0.143839421613,52.5013888889
1291195,1.0231,2.5963,58,283827,1097200869,2.45,1.10208333333,6.57006944444,0.540005707763,197.102083333
1295009,1.1016,2.5769,1,191740,1640245124,3.66666666667,0.152777777778,4.43842592593,0.364802130898,133.152777778
1300203,1.0215,2.5839,55,30235,1097200869,23.9166666667,6.99652777778,0.699884259259,0.0575247336377,20.9965277778
1300759,1.027,2.5866,5,734192,1097200869,20.5333333333,5.85555555556,4.99518518519,1.39686453577,144.855555556
1301991,1.0935,2.5742,32,370456,1812226671,6.26666666667,5.26111111111,8.57537037037,0.704824961948,257.261111111
1316458,1.2053,2.7439,2,179651,3083446565,18.1833333333,5.75763888889,4.15858796296,0.341801750381,124.757638889
1317716,1.234,2.548,52,217417,9809476069,23.6166666667,3.98402777778,5.03280092593,0.413654870624,150.984027778
1323121,1.1293,2.635,77,523345,5606572086,10.4166666667,6.43402777778,0.114467592593,0.995709665145,363.434027778
1336639,1.1733,2.6021,57,361378,3683087833,22.9666666667,5.95694444444,8.36523148148,0.687553272451,250.956944444
1351566,1.0159,2.6804,51,689808,3312463746,0.799999999999,3.03333333333,3.96777777778,1.31242009132,114.033333333
1368772,1.2377,2.514,9,161896,8137532417,10.2666666667,0.427777777778,3.74759259259,0.30802130898,112.427777778
1369968,1.1649,2.5932,56,395708,2355236719,19.1333333333,1.79722222222,9.15990740741,0.752869101979,274.797222222
1372389,1.2378,2.7046,14,55482,8048985799,12.7,3.52916666667,1.28430555556,0.105559360731,38.5291666667
1386220,1.1782,2.7475,62,89657,5009192468,6.28333333333,6.26180555556,2.07539351852,0.170580289193,62.2618055556
1391818,1.0634,2.5117,23,721743,3963204952,5.05,4.21041666667,4.70701388889,1.37317922374,136.210416667
1393785,1.239,2.6413,64,222832,7707808405,17.8666666667,0.744444444444,5.15814814815,0.42395738204,154.744444444
1415654,1.1154,2.5742,61,420649,1812226671,2.81666666667,5.11736111111,9.73724537037,0.800321537291,292.117361111
1418230,1.0823,2.5062,1,411401,3741484405,16.6833333333,5.69513888889,9.5231712963,0.782726407915,285.695138889
1433100,1.1258,2.5108,112,507924,3992589015,17.4,2.725,11.7575,0.966369863014,352.725
1442422,1.2418,2.6468,352,545630,7707808405,21.8333333333,0.909722222222,0.630324074074,1.03810882801,13.9097222222
1443000,1.0586,2.6084,51,173880,7203076986,18.0,1.75,4.025,0.330821917808,120.75
1444702,1.0018,2.6461,78,387818,6237569496,7.63333333333,3.31805555556,8.97726851852,0.737857686454,269.318055556
1460625,1.1198,2.6798,12,87097,9632980559,11.6166666667,4.48402777778,2.01613425926,0.165709665145,60.4840277778
1471096,1.2437,2.6885,75,659734,2327054745,3.56666666667,3.14861111111,3.27162037037,1.25520167428,93.1486111111
1478673,1.1705,2.6708,70,500347,3533177779,11.1166666667,4.46319444444,11.5821064815,0.951953957382,347.463194444
1488536,1.2328,2.7458,56,177981,3083446565,14.35,4.59791666667,4.11993055556,0.338624429224,123.597916667
1490104,1.203,2.5252,82,101724,3992589015,15.4,0.641666666667,2.35472222222,0.193538812785,70.6416666667
1501389,1.1112,2.661,124,168753,5270522918,4.55,5.18958333333,3.90631944444,0.321067351598,117.189583333
1506615,1.101,2.574,10,305410,3322359335,2.16666666667,2.09027777778,7.06967592593,0.581069254186,212.090277778
1514703,1.0368,2.5301,68,524517,6399991653,5.95,0.247916666667,0.141597222222,0.997939497717,364.247916667
1524202,1.2218,2.5128,77,144983,8137532417,16.3833333333,2.68263888889,3.35608796296,0.275842846271,100.682638889
1525542,1.0586,2.6511,58,156046,1435128522,8.76666666667,3.36527777778,3.61217592593,0.296891171994,108.365277778
1538535,1.2312,2.735,32,538949,8048985799,6.48333333333,3.27013888889,0.475671296296,1.02539764079,9.27013888889
1546944,1.021,2.565,64,54644,1097200869,22.7333333333,2.94722222222,1.26490740741,0.10396499239,37.9472222222
1563412,1.0179,2.5732,65,177331,1097200869,3.51666666667,4.14652777778,4.10488425926,0.337387747336,123.146527778
1576116,1.2168,2.5638,832,729495,7710366992,14.25,2.59375,4.88645833333,1.38792808219,141.59375
1587610,1.1904,2.6978,74,566329,8277918449,6.81666666667,1.28402777778,1.10946759259,1.07749048706,28.2840277778
1637273,1.2181,2.7482,178,528515,8048985799,0.583333333334,3.02430555556,0.234143518519,1.00554604262,2.02430555556
1639141,1.0924,2.5859,64,256153,5041269847,21.2166666667,2.88402777778,5.92946759259,0.487353500761,177.884027778
1645172,1.0464,2.617,64,62872,7203076986,15.8666666667,1.66111111111,1.45537037037,0.119619482496,43.6611111111
1650115,1.053,2.6352,36,326499,1705420368,17.65,2.73541666667,7.55784722222,0.621192922374,226.735416667
1652565,1.0121,2.5465,76,461021,8047497583,3.68333333333,5.15347222222,10.6717824074,0.877132800609,320.153472222
1654954,1.0082,2.7196,69,697692,6424972551,12.2,1.50833333333,4.15027777778,1.32742009132,119.508333333
1687313,1.1827,2.5555,81,386469,2355236719,9.15,2.38125,8.94604166667,0.73529109589,268.38125
1709632,1.1414,2.634,76,71910,9598377925,22.5,0.9375,1.66458333333,0.136815068493,49.9375
1715032,1.0276,2.7343,8,24051,6424972551,16.85,2.70208333333,0.556736111111,0.0457591324201,16.7020833333
1725408,1.1841,2.6853,58,784792,3533177779,23.8666666667,5.99444444444,6.16648148148,1.49313546423,179.994444444
1727870,1.1803,2.6318,3,739673,6650268891,15.8833333333,2.66180555556,5.12206018519,1.40729261796,148.661805556
1730808,1.1509,2.6493,506,337767,6237569496,13.45,3.56041666667,7.81868055556,0.642631278539,234.560416667
1764384,1.0192,2.5128,70,70329,8606102186,20.15,6.83958333333,1.62798611111,0.133807077626,48.8395833333
1768536,1.1869,2.7296,67,169624,3083446565,19.0666666667,5.79444444444,3.92648148148,0.322724505327,117.794444444
1777093,1.0054,2.6707,165,586718,6237569496,10.6333333333,1.44305555556,1.58143518519,1.11628234399,42.4430555556
1792902,1.1179,2.5419,10,62823,4932578245,15.05,1.62708333333,1.45423611111,0.119526255708,43.6270833333
1797237,1.0318,2.5526,73,246049,6399991653,20.8166666667,2.86736111111,5.6955787037,0.468129756469,170.867361111
1803000,1.0536,2.7057,41,784779,3312463746,23.65,5.98541666667,6.16618055556,1.49311073059,179.985416667
1814062,1.2379,2.6928,10,92575,2327054745,6.91666666667,1.28819444444,2.14293981481,0.176132039574,64.2881944444
1821420,1.2232,2.5454,1,172275,6097504486,15.25,0.635416666667,3.98784722222,0.32776826484,119.635416667
1848815,1.2416,2.7492,27,203790,6780386626,12.5,1.52083333333,4.71736111111,0.387728310502,141.520833333
1856197,1.1991,2.6697,176,500472,7914558846,13.2,4.55,11.585,0.952191780822,347.55
1862838,1.1537,2.6876,13,168651,6683426742,2.85,5.11875,3.90395833333,0.320873287671,117.11875
1874788,1.2281,2.5092,48,684559,1228935308,9.31666666667,6.38819444444,3.84627314815,1.30243340944,110.388194444
1912548,1.0471,2.6794,16,105760,3312463746,10.6666666667,3.44444444444,2.44814814815,0.201217656012,73.4444444444
1941513,1.2075,2.5959,75,614330,3683087833,14.8333333333,6.61805555556,2.22060185185,1.16881659056,61.6180555556
1960023,1.2465,2.5085,13,569136,1267801529,5.6,3.23333333333,1.17444444444,1.08283105023,30.2333333333
1996123,1.1094,2.6224,59,634574,5606572086,16.2333333333,6.67638888889,2.68921296296,1.2073325723,75.6763888889
1998791,1.0998,2.5262,15,357989,4932578245,14.4833333333,3.60347222222,8.28678240741,0.681105403349,248.603472222
2012759,1.2458,2.6895,89,602966,6875724035,17.4333333333,5.72638888889,1.9575462963,1.147195586,53.7263888889
2044379,1.0942,2.5394,70,492924,5689129232,7.4,6.30833333333,11.4102777778,0.937831050228,342.308333333
2050461,1.1085,2.541,159,598540,4932578245,15.6666666667,2.65277777778,1.85509259259,1.13877473364,50.6527777778
2061126,1.0276,2.6893,260,328741,9237487147,7.01666666667,4.29236111111,7.60974537037,0.625458523592,228.292361111
2091256,1.0125,2.6635,17,757466,6237569496,0.433333333332,1.01805555556,5.53393518519,1.44114535769,161.018055556
2092411,1.1545,2.648,14,352397,5261906348,17.2833333333,6.72013888889,8.15733796296,0.670466133942,244.720138889
2101291,1.1266,2.6598,256,70986,5270522918,7.1,0.295833333333,1.64319444444,0.135057077626,49.2958333333
2107432,1.0399,2.685,65,225402,3312463746,12.7,2.52916666667,5.21763888889,0.428847031963,156.529166667
2110546,1.1499,2.5744,72,173332,6097504486,8.86666666667,1.36944444444,4.01231481481,0.329779299848,120.369444444
2112210,1.0285,2.5269,210,759181,5035268417,5.01666666667,2.20902777778,5.57363425926,1.44440829528,162.209027778
2112245,1.0978,2.5386,7,649119,4932578245,18.65,2.77708333333,3.02590277778,1.23500570776,85.7770833333
2143892,1.2221,2.7401,165,505317,2946102544,21.95,0.914583333333,11.6971527778,0.961409817352,350.914583333
2145803,1.0324,2.5268,74,153868,6399991653,20.4666666667,1.85277777778,3.56175925926,0.292747336377,106.852777778
2149632,1.1899,2.694,56,750732,6683426742,8.2,3.34166666667,5.37805555556,1.42833333333,156.341666667
2156368,1.2236,2.7198,61,586569,8048985799,8.15,1.33958333333,1.57798611111,1.11599885845,42.3395833333
2170411,1.2314,2.6326,10,164288,3322359335,2.13333333333,2.08888888889,3.80296296296,0.312572298326,114.088888889
2209775,1.0575,2.7299,20,566972,2460093296,17.5333333333,1.73055555556,1.12435185185,1.07871385084,28.7305555556
2244516,1.1033,2.7013,35,370575,6683426742,8.25,5.34375,8.578125,0.705051369863,257.34375
2245338,1.2384,2.745,62,666585,5121124708,21.75,0.90625,3.43020833333,1.26823630137,97.90625
2249279,1.0264,2.5958,72,184055,1097200869,19.5833333333,1.81597222222,4.26053240741,0.350180745814,127.815972222
2272489,1.1437,2.6023,8,215603,4423196276,17.3833333333,2.72430555556,4.99081018519,0.410203576865,149.724305556
2291843,1.1338,2.6743,165,784966,2814307842,2.76666666667,6.11527777778,6.17050925926,1.49346651446,180.115277778
2302725,1.2372,2.5476,509,422036,7803770431,1.93333333333,6.08055555556,9.76935185185,0.80296042618,293.080555556
2337308,1.1451,2.6073,199,309746,1097200869,2.43333333333,5.10138888889,7.1700462963,0.589318873668,215.101388889
2340620,1.1967,2.6909,74,199021,6683426742,5.01666666667,5.20902777778,4.60696759259,0.378654870624,138.209027778
2368748,1.0239,2.6052,72,129725,1097200869,2.08333333333,6.08680555556,3.00289351852,0.246813165906,90.0868055556
2371982,1.0918,2.6217,78,300923,4423196276,23.3833333333,5.97430555556,6.96581018519,0.572532343988,208.974305556
2386330,1.1279,2.6307,65,706552,5261906348,15.8666666667,0.661111111111,4.35537037037,1.34427701674,125.661111111
2394916,1.0633,2.7136,165,503413,2460093296,14.2166666667,6.59236111111,11.6530787037,0.957787290715,349.592361111
2401964,1.2461,2.7488,65,507994,8836862149,18.5666666667,2.77361111111,11.7591203704,0.96650304414,352.773611111
2448463,1.0334,2.515,76,93128,6399991653,16.1333333333,1.67222222222,2.15574074074,0.177184170472,64.6722222222
2452723,1.1767,2.7218,8,137419,6683426742,10.3166666667,4.42986111111,3.18099537037,0.261451674277,95.4298611111
2468697,1.0178,2.5083,8,89691,2584530303,6.85,6.28541666667,2.07618055556,0.170644977169,62.2854166667
2512192,1.1755,2.5593,44,670042,2355236719,7.36666666667,3.30694444444,3.51023148148,1.27481354642,100.306944444
2538055,1.2479,2.7375,62,6900,8048985799,19.0,4.79166666667,0.159722222222,0.0131278538813,4.79166666667
2539873,1.21,2.6878,71,645517,6683426742,6.61666666667,0.275694444444,2.94252314815,1.22815258752,83.2756944444
2551004,1.1281,2.6367,404,325101,5606572086,18.35,1.76458333333,7.52548611111,0.618533105023,225.764583333
2553011,1.1941,2.6937,74,299736,6683426742,3.6,5.15,6.93833333333,0.570273972603,208.15
2554430,1.1615,2.6346,328,76470,9598377925,2.5,4.10416666667,1.77013888889,0.14549086758,53.1041666667
2556665,1.0942,2.6534,58,56903,9713454201,12.3833333333,4.51597222222,1.31719907407,0.108262937595,39.5159722222
2585015,1.1122,2.5552,10,233222,4932578245,23.0333333333,0.959722222222,5.39865740741,0.443725266362,161.959722222
2598534,1.1767,2.5855,156,65150,9809476069,5.83333333333,3.24305555556,1.50810185185,0.123953576865,45.2430555556
2604309,1.0021,2.5023,61,446514,5788646225,1.9,2.07916666667,10.3359722222,0.84953196347,310.079166667
2605055,1.1355,2.6265,65,159399,5606572086,16.65,5.69375,3.68979166667,0.303270547945,110.69375
2615322,1.2171,2.6191,74,473132,5987464133,13.5333333333,6.56388888889,10.9521296296,0.900175038052,328.563888889
2622461,1.1417,2.6303,65,447492,5606572086,18.2,2.75833333333,10.3586111111,0.851392694064,310.758333333
2650651,1.1437,2.5884,12,649951,2355236719,8.51666666667,3.35486111111,3.04516203704,1.23658866058,86.3548611111
2671666,1.1641,2.6286,66,687466,7922112210,9.76666666667,1.40694444444,3.91356481481,1.30796423135,112.406944444
2675037,1.163,2.6402,62,483579,5606572086,19.65,6.81875,11.1939583333,0.920051369863,335.81875
2699182,1.0816,2.5369,71,326043,7803770431,10.05,2.41875,7.54729166667,0.620325342466,226.41875
2704342,1.1888,2.626,4,237796,3322359335,3.26666666667,4.13611111111,5.50453703704,0.452427701674,165.136111111
2732150,1.1077,2.561,37,375836,4932578245,23.9333333333,1.99722222222,8.69990740741,0.715060882801,260.997222222
2734509,1.1319,2.643,59,725398,5606572086,17.9666666667,6.74861111111,4.79162037037,1.38013318113,138.748611111
2755110,1.126,2.6422,65,713393,5606572086,9.88333333333,5.41180555556,4.51372685185,1.35729261796,130.411805556
2757381,1.1585,2.6427,62,461590,3102490388,13.1666666667,5.54861111111,10.6849537037,0.878215372907,320.548611111
2787452,1.0279,2.6,53,746578,1097200869,10.9666666667,0.456944444444,5.28189814815,1.42042998478,153.456944444
2787590,1.0413,2.5393,188,703978,4932578245,20.9666666667,5.87361111111,4.29578703704,1.33937975647,123.873611111
2789889,1.0217,2.7149,21,98737,6424972551,13.6166666667,5.56736111111,2.2855787037,0.187855783866,68.5673611111
2793368,1.2441,2.7391,15,169692,3083446565,20.2,5.84166666667,3.92805555556,0.322853881279,117.841666667
2804285,1.1606,2.6312,62,303216,5606572086,13.6,0.566666666667,7.01888888889,0.576894977169,210.566666667
2866940,1.0448,2.5295,65,546668,6399991653,15.1333333333,1.63055555556,0.654351851852,1.04008371385,14.6305555556
2890281,1.1225,2.5395,71,425214,7803770431,6.9,1.2875,9.84291666667,0.809006849315,295.2875
